"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,Description,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 173,55.55555556,,,,,,,,,27.77777778,27.77777778,27.77777778,,,,,27.77777778,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 176,37.03703704,,,,,,,18.51851852,46.2962963,27.77777778,9.259259259,27.77777778,27.77777778,55.55555556,18.51851852,18.51851852,74.07407407,37.03703704,9.259259259,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 177,,,,,,,,13.88888889,,,4.62962963,4.62962963,,,9.259259259,4.62962963,4.62962963,4.62962963,4.62962963,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 179,,,,,,,,,,,16.94915254,,16.94915254,,,,,16.94915254,33.89830508,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 187.01,14.92537313,,,,,,,14.92537313,,14.92537313,89.55223881,,,,29.85074627,29.85074627,59.70149254,29.85074627,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 187.02,28.84615385,,,,,,,14.42307692,14.42307692,4.807692308,9.615384615,24.03846154,28.84615385,9.615384615,24.03846154,48.07692308,4.807692308,33.65384615,19.23076923,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 189.01,27.39726027,,,,,,,6.849315068,13.69863014,13.69863014,13.69863014,27.39726027,,6.849315068,13.69863014,20.54794521,27.39726027,27.39726027,13.69863014,20.54794521
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 189.02,10.63829787,,,,,,,10.63829787,10.63829787,,5.319148936,5.319148936,,15.95744681,15.95744681,42.55319149,15.95744681,21.27659574,15.95744681,10.63829787
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 196,21.73913043,,,,,,,10.86956522,10.86956522,5.434782609,27.17391304,,,21.73913043,38.04347826,43.47826087,43.47826087,38.04347826,32.60869565,27.17391304
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 197,,,,,,,,21.27659574,,,,,,,21.27659574,21.27659574,,,21.27659574,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 201,,,,,,,,,5.524861878,11.04972376,11.04972376,,11.04972376,11.04972376,11.04972376,22.09944751,22.09944751,27.62430939,11.04972376,11.04972376
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 207,15.87301587,,,,,,,95.23809524,87.3015873,39.68253968,47.61904762,39.68253968,71.42857143,150.7936508,126.984127,190.4761905,222.2222222,111.1111111,55.55555556,15.87301587
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 208.01,28.84615385,,,,,,,14.42307692,14.42307692,19.23076923,33.65384615,19.23076923,43.26923077,33.65384615,28.84615385,28.84615385,52.88461538,67.30769231,43.26923077,9.615384615
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 208.03,7.874015748,,,,,,,15.7480315,3.937007874,7.874015748,11.81102362,15.7480315,19.68503937,3.937007874,31.49606299,31.49606299,47.24409449,35.43307087,23.62204724,7.874015748
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 208.04,53.57142857,,,,,,,26.78571429,,17.85714286,26.78571429,,26.78571429,35.71428571,17.85714286,44.64285714,53.57142857,26.78571429,44.64285714,8.928571429
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 213,18.34862385,,,,,,,27.52293578,36.69724771,55.04587156,64.22018349,18.34862385,64.22018349,73.39449541,91.74311927,110.0917431,165.1376147,119.266055,36.69724771,36.69724771
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 219,,,,,,,,11.76470588,,11.76470588,35.29411765,35.29411765,47.05882353,35.29411765,35.29411765,58.82352941,94.11764706,58.82352941,70.58823529,23.52941176
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 223,30.53435115,,,,,,,22.90076336,38.16793893,38.16793893,38.16793893,53.4351145,22.90076336,45.80152672,99.23664122,68.70229008,38.16793893,68.70229008,45.80152672,45.80152672
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 226,3.412969283,,,,,,,10.23890785,13.65187713,3.412969283,10.23890785,13.65187713,13.65187713,20.4778157,30.71672355,13.65187713,68.25938567,30.71672355,10.23890785,17.06484642
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 231,31.49606299,,,,,,,62.99212598,39.37007874,15.7480315,31.49606299,15.7480315,7.874015748,23.62204724,39.37007874,31.49606299,78.74015748,70.86614173,15.7480315,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 236,,,,,,,,,,,,333.3333333,,,,,,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 239,81.30081301,,,,,,,32.5203252,32.5203252,24.3902439,8.130081301,32.5203252,24.3902439,24.3902439,40.6504065,56.91056911,81.30081301,65.04065041,32.5203252,32.5203252
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 244,44.44444444,,,,,,,27.77777778,11.11111111,11.11111111,27.77777778,5.555555556,27.77777778,77.77777778,38.88888889,61.11111111,127.7777778,72.22222222,61.11111111,27.77777778
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 247,,,,,,,,9.803921569,,,9.803921569,,19.60784314,,29.41176471,49.01960784,19.60784314,,29.41176471,19.60784314
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 248,8.26446281,,,,,,,24.79338843,8.26446281,16.52892562,16.52892562,24.79338843,41.32231405,41.32231405,66.11570248,66.11570248,74.38016529,74.38016529,41.32231405,24.79338843
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 251,,,,,,,,4.545454545,9.090909091,9.090909091,9.090909091,4.545454545,,4.545454545,27.27272727,22.72727273,18.18181818,4.545454545,18.18181818,4.545454545
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 273.01,18.51851852,,,,,,,6.172839506,,,12.34567901,12.34567901,,12.34567901,6.172839506,12.34567901,18.51851852,43.20987654,6.172839506,6.172839506
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 273.02,19.23076923,,,,,,,7.692307692,3.846153846,7.692307692,11.53846154,3.846153846,11.53846154,7.692307692,19.23076923,7.692307692,15.38461538,19.23076923,3.846153846,7.692307692
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 277.02,,,,,,,,,,,,,7.575757576,15.15151515,15.15151515,22.72727273,37.87878788,37.87878788,15.15151515,7.575757576
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 277.03,30.97345133,,,,,,,8.849557522,17.69911504,17.69911504,4.424778761,35.39823009,22.12389381,26.54867257,44.24778761,22.12389381,53.09734513,44.24778761,17.69911504,13.27433628
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 277.04,8.196721311,,,,,,,8.196721311,4.098360656,16.39344262,,12.29508197,4.098360656,12.29508197,20.49180328,8.196721311,24.59016393,4.098360656,8.196721311,12.29508197
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 279,,,,,,,,50,,,,50,,50,50,50,,,100,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 291.02,,,,,,,,,42.25352113,,14.08450704,,14.08450704,14.08450704,14.08450704,14.08450704,70.42253521,28.16901408,28.16901408,14.08450704
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 291.03,24.19354839,,,,,,,24.19354839,24.19354839,,4.032258065,16.12903226,4.032258065,12.09677419,44.35483871,44.35483871,36.29032258,44.35483871,40.32258065,4.032258065
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 291.04,23.66863905,,,,,,,23.66863905,11.83431953,11.83431953,11.83431953,,41.42011834,23.66863905,41.42011834,47.33727811,17.75147929,59.17159763,53.25443787,
